ResidualScore,Status,Risk,ISOScore,ISOScoreSmooth,AEScore,AEScoreSmooth,FinalRisk,PersistFlag,PredictedStage
0.5792138,1,0.2888209,0.9999999731863455,0.9999999731863455,0.004118777,0.0036583864502608776,0.5900758,0,0
0.5736896,1,0.2860557,0.9999999731863455,0.9999999731863455,0.0041250708,0.0037051535211503504,0.59982467,0,0
0.5739629,1,0.28619254,0.9999999731863455,0.9999999731863455,0.004143669,0.003747717924416065,0.59982467,0,0
0.5789826,1,0.28870514,0.9999999731863455,0.9999999731863455,0.004164581,0.003789244703948498,0.5900758,0,0
0.57975733,1,0.28909296,0.9999999731863455,0.9999999731863455,0.00419327,0.003822334883734584,0.5900758,0,0
0.57824343,1,0.28833517,0.9999999731863455,0.9999999731863455,0.004230182,0.00385362958535552,0.59761465,0,0
0.5810889,1,0.28975946,0.9999999731863455,0.9999999731863455,0.004265596,0.0038822954334318638,0.59761465,0,0
0.6027588,1,0.30060643,0.9999999731863455,0.9999999731863455,0.0048260684,0.0039293318893760445,0.58473414,0,0
0.60916126,1,0.3038112,0.9999999731863455,0.9999999731863455,0.004740165,0.003974926993250847,0.58473414,0,0
0.6129913,1,0.30572832,0.9999999731863455,0.9999999731863455,0.0047307266,0.004021703526377678,0.58473414,0,0
0.6012945,1,0.29987347,0.9999999731863455,0.9999999731863455,0.0046780515,0.004066002890467644,0.58473414,0,0
0.6084694,1,0.3034649,0.9999999731863455,0.9999999731863455,0.0047535347,0.004110846687108278,0.58473414,0,0
0.6151187,1,0.30679318,0.9999999731863455,0.9999999731863455,0.0048065907,0.0041561874654144045,0.58473414,0,0
0.6109732,1,0.30471814,0.9999999731863455,0.9999999731863455,0.0048033088,0.00419945009984076,0.58473414,0,0
0.61439705,1,0.30643198,0.9999999731863455,0.9999999731863455,0.004821148,0.004241278544068337,0.58473414,0,0
0.6103784,1,0.3044204,0.9999999731863455,0.9999999731863455,0.0047269226,0.004280789643526077,0.58473414,0,0
0.61681736,1,0.30764347,0.9999999731863455,0.9999999731863455,0.0048211105,0.00432420271448791,0.59353465,0,0
0.6167847,1,0.3076271,0.9999999731863455,0.9999999731863455,0.0048590666,0.004365867245942354,0.58473414,0,0
0.6101061,1,0.30428413,0.9999999731863455,0.9999999731863455,0.004837445,0.004405773570761084,0.58473414,0,0
0.61350566,1,0.30598578,0.9999999731863455,0.9999999731863455,0.004857909,0.004446974014863372,0.58473414,0,0
0.61388093,1,0.30617362,0.9999999731863455,0.9999999731863455,0.004870199,0.004487122716382146,0.58473414,0,0
0.6169206,1,0.30769515,0.9999999731863455,0.9999999731863455,0.004901123,0.004528692904859782,0.59353465,0,0
0.61328983,1,0.30587775,0.9999999731863455,0.9999999731863455,0.004917495,0.004567984547466039,0.58473414,0,0
0.61565024,1,0.30705926,0.9999999731863455,0.9999999731863455,0.004894038,0.004605094157159329,0.58473414,0,0
0.6181922,1,0.30833164,0.9999999731863455,0.9999999731863455,0.0049754055,0.004642458148300648,0.59353465,0,0
0.6247317,1,0.31160504,0.9999999731863455,0.9999999731863455,0.0050728675,0.004680621773004532,0.59353465,0,0
0.6246999,1,0.3115891,0.9999999731863455,0.9999999731863455,0.0051079392,0.004719936512410641,0.59353465,0,0
0.62495744,1,0.31171802,0.9999999731863455,0.9999999731863455,0.0050678537,0.0047569039091467855,0.59353465,0,0
0.6280238,1,0.3132529,0.9999999731863455,0.9999999731863455,0.0051557887,0.004796552211046219,0.59353465,0,0
0.63036644,1,0.3144255,0.9999999731863455,0.9999999731863455,0.0052723247,0.004839714393019676,0.59353465,0,0
0.6295633,1,0.31402346,0.9999999731863455,0.9999999731863455,0.0052737,0.004881455115973949,0.59353465,0,0
0.62444925,1,0.31146362,0.9999999731863455,0.9999999731863455,0.005200263,0.0049188417941331865,0.59353465,0,0
0.6299849,1,0.31423452,0.9999999731863455,0.9999999731863455,0.005290092,0.004937402736395598,0.59353465,0,0
0.62712604,1,0.3128035,0.9999999731863455,0.9999999731863455,0.005308979,0.004960155300796032,0.59353465,0,0
0.6270691,1,0.31277502,0.9999999731863455,0.9999999731863455,0.00533962,0.00498451104387641,0.59353465,0,0
0.63732177,1,0.317907,0.9999999731863455,0.9999999731863455,0.0054276404,0.005014494601637125,0.6014806,0,0
0.6391903,1,0.31884232,0.9999999731863455,0.9999999731863455,0.005482708,0.0050436615385115145,0.6014806,0,0
0.6395108,1,0.31900275,0.9999999731863455,0.9999999731863455,0.0055081015,0.005071721971035004,0.6014806,0,0
0.6363507,1,0.31742093,0.9999999731863455,0.9999999731863455,0.005470959,0.00509842798113823,0.59353465,0,0
0.6414696,2,0.3199832,0.9999999731863455,0.9999999731863455,0.005571942,0.005128459744155407,0.7875811,0,0
0.6423895,2,0.32044366,0.9999999731863455,0.9999999731863455,0.0055387905,0.005160934459418058,0.7875811,0,0
0.6332313,2,0.3158595,0.9999999731863455,0.9999999731863455,0.0054881102,0.005187614448368549,0.59353465,0,0
0.65073186,2,0.32461947,0.9999999731863455,0.9999999731863455,0.0057085417,0.0052215934544801714,0.7875811,0,0
0.6543215,2,0.32641628,0.9999999731863455,0.9999999731863455,0.005765975,0.005258734654635191,0.94137746,0,0
0.6511321,2,0.32481983,0.9999999731863455,0.9999999731863455,0.005741673,0.005294085219502449,0.8581545,0,0
0.6541215,2,0.32631618,0.9999999731863455,0.9999999731863455,0.0057648784,0.005329872388392687,0.94137746,0,0
0.6485529,2,0.3235288,0.9999999731863455,0.9999999731863455,0.0057301493,0.005363033451139927,0.8581545,1,0
0.65496,2,0.32673588,0.9999999731863455,0.9999999731863455,0.0057617393,0.0053968032263219355,0.94137746,1,0
0.6483687,2,0.3234366,0.9999999731863455,0.9999999731863455,0.005788594,0.005432585459202528,0.8581545,1,0
0.65102994,2,0.3247687,0.9999999731863455,0.9999999731863455,0.005818364,0.005466303806751966,0.8581545,1,0
0.6536333,2,0.3260718,0.9999999731863455,0.9999999731863455,0.005840241,0.005496998745948076,0.8581545,1,0
0.6568772,2,0.32769555,0.9999999731863455,0.9999999731863455,0.0059305057,0.0055299014039337634,0.94137746,1,0
0.6539014,2,0.326206,0.9999999731863455,0.9999999731863455,0.0058373963,0.005560683105140924,0.94137746,1,0
0.65410626,2,0.32630855,0.9999999731863455,0.9999999731863455,0.0058868765,0.005589926615357399,0.94137746,1,0
0.65890694,2,0.32871154,0.9999999731863455,0.9999999731863455,0.0059110876,0.005615477133542299,0.94137746,1,0
0.6602427,2,0.32938015,0.9999999731863455,0.9999999731863455,0.0059745125,0.00564350962638855,0.94137746,1,0
0.6588592,2,0.32868764,0.9999999731863455,0.9999999731863455,0.0059659034,0.0056741352379322055,0.94137746,1,0
0.66193855,2,0.330229,0.9999999731863455,0.9999999731863455,0.005986739,0.005702001117169857,0.9579473,1,0
0.6565728,2,0.3275432,0.9999999731863455,0.9999999731863455,0.005947425,0.005727538950741291,0.94137746,1,0
0.6565734,2,0.3275435,0.9999999731863455,0.9999999731863455,0.005953528,0.005752095263451338,0.94137746,1,0
0.65863085,2,0.32857335,0.9999999731863455,0.9999999731863455,0.005986073,0.0057744325697422026,0.94137746,1,0
0.6587526,2,0.3286343,0.9999999731863455,0.9999999731863455,0.006010246,0.005795534085482359,0.9579473,1,0
0.6589669,2,0.32874155,0.9999999731863455,0.9999999731863455,0.0060570114,0.005817490480840206,0.9579473,1,0
0.6639339,2,0.33122778,0.9999999731863455,0.9999999731863455,0.006164477,0.005845231208950281,0.9579473,1,0
0.6675817,2,0.3330537,0.9999999731863455,0.9999999731863455,0.0061769118,0.005869430005550385,0.9579473,1,0
0.6638633,2,0.33119246,0.9999999731863455,0.9999999731863455,0.006151603,0.0058939425088465214,0.9579473,1,0
0.66972363,2,0.33412588,0.9999999731863455,0.9999999731863455,0.0062728855,0.005925333518534899,0.9724966,1,0
0.6693967,2,0.33396223,0.9999999731863455,0.9999999731863455,0.0062146923,0.005945579539984465,0.9579473,1,0
0.6698445,2,0.33418638,0.9999999731863455,0.9999999731863455,0.0062449267,0.005964737609028816,0.9724966,1,0
0.6692038,2,0.33386567,0.9999999731863455,0.9999999731863455,0.006198734,0.005983020048588515,0.9579473,1,0
0.663489,2,0.3310051,0.9999999731863455,0.9999999731863455,0.0061227223,0.0059973338060081,0.9579473,1,0
0.66027653,2,0.32939708,0.9999999731863455,0.9999999731863455,0.006125739,0.00601315738633275,0.9579473,1,0
0.66202354,2,0.33027157,0.9999999731863455,0.9999999731863455,0.0061551225,0.006028892714530229,0.9579473,1,0
0.6651996,2,0.33186135,0.9999999731863455,0.9999999731863455,0.0062257876,0.006046380456537008,0.9579473,1,0
0.6650971,2,0.33181006,0.9999999731863455,0.9999999731863455,0.00614556,0.006059468295425177,0.9579473,1,0
0.6675612,2,0.33304346,0.9999999731863455,0.9999999731863455,0.0063092266,0.00607822772115469,0.9598958,1,0
0.6749323,2,0.33673307,0.9999999731863455,0.9999999731863455,0.0063784095,0.006096143871545791,0.97380954,1,0
0.67331517,2,0.3359236,0.9999999731863455,0.9999999731863455,0.0064189695,0.006119406800717115,0.97380954,1,0
0.66453457,2,0.33152846,0.9999999731863455,0.9999999731863455,0.0064330623,0.006141254231333732,0.9598958,1,0
0.6744182,2,0.33647576,0.9999999731863455,0.9999999731863455,0.006560921,0.006167247574776411,0.97380954,1,0
0.67652446,2,0.33753005,0.9999999731863455,0.9999999731863455,0.0065947985,0.006192059013992548,0.97380954,1,0
0.67557794,2,0.33705625,0.9999999731863455,0.9999999731863455,0.006601712,0.006217491365969181,0.97380954,1,0
0.6899462,2,0.34424832,0.9999999731863455,0.9999999731863455,0.007117706,0.006262730043381452,0.98279536,1,0
0.69666547,2,0.3476117,0.9999999731863455,0.9999999731863455,0.007167417,0.006311529725790024,0.98279536,1,0
0.6789812,2,0.33875978,0.9999999731863455,0.9999999731863455,0.0067095053,0.006341768819838762,0.98279536,1,0
0.68623924,2,0.3423928,0.9999999731863455,0.9999999731863455,0.0067070993,0.006370609868317842,0.98279536,1,0
0.6845754,2,0.34155995,0.9999999731863455,0.9999999731863455,0.0066379136,0.006395716574043035,0.98279536,1,0
