ResidualScore,Status,Scenario,Risk
0.35615674,1,carton_2.csv,0.054895714
0.35585213,1,carton_2.csv,0.05484821
0.3550834,1,carton_2.csv,0.054728325
0.35012662,1,carton_2.csv,0.053955294
0.34882444,1,carton_2.csv,0.053752214
0.362849,1,carton_2.csv,0.0559394
0.34676844,1,carton_2.csv,0.05343157
0.35382894,1,carton_2.csv,0.054532684
0.353024,1,carton_2.csv,0.054407153
0.36992252,1,carton_2.csv,0.057042543
0.35881504,1,carton_2.csv,0.055310287
0.36095065,1,carton_2.csv,0.055643342
0.36291972,1,carton_2.csv,0.05595043
0.3626142,1,carton_2.csv,0.055902783
0.36171818,1,carton_2.csv,0.055763043
0.36440805,1,carton_2.csv,0.05618254
0.36467367,1,carton_2.csv,0.056223966
0.36796385,1,carton_2.csv,0.05673708
0.36609626,1,carton_2.csv,0.056445822
0.36805275,1,carton_2.csv,0.056750946
0.3721124,1,carton_2.csv,0.057384063
0.3982462,1,carton_2.csv,0.061459735
0.41100445,1,carton_2.csv,0.063449435
0.4232819,1,carton_2.csv,0.06536415
0.4289547,1,carton_2.csv,0.06624885
0.42487305,1,carton_2.csv,0.0656123
0.41668218,1,carton_2.csv,0.0643349
0.4123382,1,carton_2.csv,0.06365744
0.41456136,1,carton_2.csv,0.06400415
0.41701204,1,carton_2.csv,0.064386345
0.42891732,1,carton_2.csv,0.06624302
0.43240365,1,carton_2.csv,0.06678673
0.4310092,1,carton_2.csv,0.06656926
0.43117696,1,carton_2.csv,0.06659542
0.4253189,1,carton_2.csv,0.06568183
0.42151198,1,carton_2.csv,0.06508813
0.42583877,1,carton_2.csv,0.06576291
0.4300356,1,carton_2.csv,0.06641742
0.4309086,1,carton_2.csv,0.06655357
0.43346938,1,carton_2.csv,0.06695294
0.43850714,1,carton_2.csv,0.06773859
0.4431305,1,carton_2.csv,0.06845962
0.4495133,1,carton_2.csv,0.06945504
0.44721222,1,carton_2.csv,0.069096185
0.44964343,1,carton_2.csv,0.069475345
0.4450542,1,carton_2.csv,0.068759635
0.44132233,1,carton_2.csv,0.06817763
0.43495178,1,carton_2.csv,0.06718412
0.4352673,1,carton_2.csv,0.067233324
0.43781823,1,carton_2.csv,0.067631155
0.43267292,1,carton_2.csv,0.06682872
0.43239516,1,carton_2.csv,0.0667854
0.4248325,1,carton_2.csv,0.065605976
0.4247891,1,carton_2.csv,0.06559921
0.42850527,1,carton_2.csv,0.06617876
0.433113,1,carton_2.csv,0.066897355
0.46157932,1,carton_2.csv,0.07133679
0.4512081,1,carton_2.csv,0.06971936
0.4391862,1,carton_2.csv,0.067844495
0.44133186,1,carton_2.csv,0.068179116
0.43729323,1,carton_2.csv,0.06754928
0.43890738,1,carton_2.csv,0.06780101
0.44245034,1,carton_2.csv,0.06835355
0.44404888,1,carton_2.csv,0.06860285
0.44273487,1,carton_2.csv,0.068397924
0.4438352,1,carton_2.csv,0.068569526
0.44279623,1,carton_2.csv,0.06840749
0.43741822,1,carton_2.csv,0.06756877
0.4381384,1,carton_2.csv,0.06768108
0.43871945,1,carton_2.csv,0.0677717
0.44134378,1,carton_2.csv,0.06818098
0.44119328,1,carton_2.csv,0.06815751
0.44650507,1,carton_2.csv,0.0689859
0.45714873,1,carton_2.csv,0.070645824
0.45647,1,carton_2.csv,0.07053997
0.45457658,1,carton_2.csv,0.070244685
0.4526275,1,carton_2.csv,0.06994072
0.44786304,1,carton_2.csv,0.069197685
0.44665164,1,carton_2.csv,0.06900876
0.44709438,1,carton_2.csv,0.069077805
0.44917607,1,carton_2.csv,0.06940246
0.45482913,1,carton_2.csv,0.07028407
0.4636704,1,carton_2.csv,0.0716629
0.4714984,1,carton_2.csv,0.07288371
0.48067266,1,carton_2.csv,0.074314475
0.48721915,1,carton_2.csv,0.07533543
0.4910288,1,carton_2.csv,0.07592955
0.48985535,1,carton_2.csv,0.07574655
0.49067372,1,carton_2.csv,0.07587418
0.4953564,1,carton_2.csv,0.07660446
0.4885784,1,carton_2.csv,0.07554741
0.49090895,1,carton_2.csv,0.075910866
0.50064754,1,carton_2.csv,0.07742964
0.5087256,1,carton_2.csv,0.07868944
0.5109884,1,carton_2.csv,0.07904234
0.5335619,1,carton_2.csv,0.08256277
0.5164412,1,carton_2.csv,0.079892725
0.5099925,1,carton_2.csv,0.07888702
0.5043898,1,carton_2.csv,0.07801326
0.51216507,1,carton_2.csv,0.079225846
0.504776,1,carton_2.csv,0.07807349
0.5316442,1,carton_2.csv,0.08226369
0.53374666,1,carton_2.csv,0.08259158
0.55603844,1,carton_2.csv,0.08606807
0.5677562,1,carton_2.csv,0.0878955
0.5840249,1,carton_2.csv,0.09043267
0.58617306,1,carton_2.csv,0.09076769
0.59254587,1,carton_2.csv,0.09176155
0.59150684,1,carton_2.csv,0.09159952
0.5892911,1,carton_2.csv,0.09125396
0.58429587,1,carton_2.csv,0.09047493
0.59135497,1,carton_2.csv,0.09157583
0.5901037,1,carton_2.csv,0.091380686
0.5823155,1,carton_2.csv,0.090166084
0.5934974,1,carton_2.csv,0.091909945
0.5968121,1,carton_2.csv,0.092426896
0.59893,1,carton_2.csv,0.09275719
0.59235626,1,carton_2.csv,0.09173199
0.5915934,1,carton_2.csv,0.09161301
0.5887521,1,carton_2.csv,0.0911699
0.58780396,1,carton_2.csv,0.09102204
0.59653336,1,carton_2.csv,0.09238342
0.59501046,1,carton_2.csv,0.09214592
0.60408694,1,carton_2.csv,0.09356143
0.6047079,1,carton_2.csv,0.09365827
0.61012566,1,carton_2.csv,0.094503194
0.60883653,1,carton_2.csv,0.09430215
0.6074338,1,carton_2.csv,0.09408338
0.609357,1,carton_2.csv,0.094383314
0.60510653,1,carton_2.csv,0.09372044
0.6033387,1,carton_2.csv,0.09344474
0.60398877,1,carton_2.csv,0.09354612
0.60488665,1,carton_2.csv,0.09368615
0.6056186,1,carton_2.csv,0.0938003
0.6040391,1,carton_2.csv,0.09355397
0.60129565,1,carton_2.csv,0.09312612
0.59789467,1,carton_2.csv,0.09259572
0.5925979,1,carton_2.csv,0.091769665
0.58929807,1,carton_2.csv,0.09125505
0.58874685,1,carton_2.csv,0.09116908
0.5882579,1,carton_2.csv,0.09109283
0.58436185,1,carton_2.csv,0.09048522
0.58533645,1,carton_2.csv,0.090637214
0.5838767,1,carton_2.csv,0.09040957
0.5877989,1,carton_2.csv,0.09102125
0.58739966,1,carton_2.csv,0.09095898
0.584414,1,carton_2.csv,0.09049336
0.58750457,1,carton_2.csv,0.090975344
0.59159464,1,carton_2.csv,0.0916132
0.59077394,1,carton_2.csv,0.09148522
0.5985192,1,carton_2.csv,0.09269312
0.61207354,1,carton_2.csv,0.09480698
0.61558133,1,carton_2.csv,0.09535403
0.6140395,1,carton_2.csv,0.09511357
0.6071118,1,carton_2.csv,0.094033174
0.60791236,1,carton_2.csv,0.09415802
